"id"	"rank"	"name"	"realm_name"	"realm_id"	"faction"	"gender"	"race"	"active_spec"	"class"	"rating"	"tier"	"games_won"	"games_lost"	"total_games"	"win_percentage"
193789730	42	"Catboynahj"	"sargeras"	76	"alliance"	"Female"	"Night Elf"	"Feral"	"Druid"	2251	5	522	242	764	68.3
194800491	43	"Hemmis"	"sargeras"	76	"alliance"	"Male"	"Gnome"	"Discipline"	"Priest"	2249	5	118	35	153	77.1
238453894	44	"Malvnfresh"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Beast Mastery"	"Hunter"	2248	5	100	47	147	68
233330039	44	"Scrubydoo"	"area-52"	1566	"horde"	"Female"	"Undead"	"Discipline"	"Priest"	2248	5	79	41	120	65.8
239804950	44	"Islonely"	"tichondrius"	11	"alliance"	"Female"	"Human"	"Arms"	"Warrior"	2248	5	124	74	198	62.6
222641282	47	"Tiktokfan"	"illidan"	57	"alliance"	"Male"	"Dark Iron Dwarf"	"Windwalker"	"Monk"	2245	5	89	51	140	63.6
225124534	48	"Veilsidé"	"illidan"	57	"alliance"	"Female"	"Dark Iron Dwarf"	"Unholy"	"Death Knight"	2243	5	96	66	162	59.3
177402267	49	"Therden"	"bleeding-hollow"	73	"horde"	"Male"	"Tauren"	"Restoration"	"Druid"	2240	5	104	75	179	58.1
249343371	50	"Icespice"	"zuljin"	61	"alliance"	"test"	"test"	"test"	"test"	2239	5	99	48	147	67.3
191579943	51	"Èlcubano"	"sargeras"	76	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	2238	5	137	52	189	72.5
235619230	51	"Gutso"	"malganis"	59	"alliance"	"Female"	"Dark Iron Dwarf"	"Windwalker"	"Monk"	2238	5	201	100	301	66.8
193908411	53	"Sillydurgon"	"emerald-dream"	162	"alliance"	"Female"	"Dracthyr"	"Preservation"	"Evoker"	2232	5	75	41	116	64.7
192672415	54	"Bicmex"	"sargeras"	76	"alliance"	"Female"	"Night Elf"	"Survival"	"Hunter"	2231	5	103	32	135	76.3
223858064	54	"Woezx"	"stormreaver"	58	"alliance"	"Female"	"Human"	"Mistweaver"	"Monk"	2231	5	86	56	142	60.6
236131314	56	"Emìlia"	"malygos"	104	"alliance"	"test"	"test"	"test"	"test"	2229	5	281	159	440	63.9
238448609	57	"Morvx"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Assassination"	"Rogue"	2225	5	307	274	581	52.8
172789554	58	"Cocoapuffs"	"cenarius"	2	"horde"	"Female"	"Orc"	"Beast Mastery"	"Hunter"	2224	5	128	76	204	62.7
182716516	59	"Jsr"	"tichondrius"	11	"alliance"	"Female"	"Human"	"Beast Mastery"	"Hunter"	2221	5	89	30	119	74.8
239464766	60	"Vxjohnson"	"proudmoore"	5	"alliance"	"Male"	"Dark Iron Dwarf"	"Arms"	"Warrior"	2219	5	95	37	132	72
191377436	60	"Rinnegekz"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Discipline"	"Priest"	2219	5	68	29	97	70.1
222525570	60	"Iampvpgirl"	"illidan"	57	"horde"	"Female"	"Undead"	"Discipline"	"Priest"	2219	5	118	73	191	61.8
232184260	60	"Idaredyou"	"tichondrius"	11	"horde"	"Female"	"Orc"	"Beast Mastery"	"Hunter"	2219	5	195	146	341	57.2
238068014	64	"Langbang"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	2218	5	61	17	78	78.2
149329492	64	"Joey"	"arathor"	1165	"alliance"	"Female"	"Night Elf"	"Beast Mastery"	"Hunter"	2218	5	68	37	105	64.8
178252583	66	"Vegetable"	"suramar"	113	"alliance"	"Female"	"Gnome"	"Discipline"	"Priest"	2215	5	90	31	121	74.4
149147292	67	"Bambiqt"	"bladefist"	1353	"horde"	"Male"	"Undead"	"Discipline"	"Priest"	2214	5	129	86	215	60
194119711	68	"Morgoph"	"burning-legion"	102	"horde"	"Female"	"Blood Elf"	"Havoc"	"Demon Hunter"	2213	5	97	58	155	62.6
230566723	68	"Drexia"	"tichondrius"	11	"alliance"	"Female"	"Human"	"Destruction"	"Warlock"	2213	5	165	127	292	56.5
146139647	70	"Pxry"	"drenden"	1377	"alliance"	"Female"	"Night Elf"	"Beast Mastery"	"Hunter"	2212	5	83	54	137	60.6
236211419	71	"Taiwanzz"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	2211	5	92	37	129	71.3
235379157	71	"Xtremeorc"	"area-52"	1566	"horde"	"Female"	"Orc"	"Restoration"	"Shaman"	2211	5	114	67	181	63
191214119	73	"Yunglea"	"sargeras"	76	"alliance"	"Female"	"Night Elf"	"Discipline"	"Priest"	2209	5	103	40	143	72
174274394	74	"Voldir"	"cenarion-circle"	88	"alliance"	"Female"	"Night Elf"	"Subtlety"	"Rogue"	2208	5	77	31	108	71.3
234342441	74	"Rvrbzx"	"malganis"	59	"horde"	"Female"	"Dracthyr"	"Preservation"	"Evoker"	2208	5	78	34	112	69.6
147314485	74	"Likeiyke"	"darkspear"	120	"alliance"	"Female"	"Human"	"Mistweaver"	"Monk"	2208	5	95	63	158	60.1
238125585	77	"Doolý"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	2207	5	97	52	149	65.1
180148630	78	"Togrok"	"madoran"	1173	"horde"	"Male"	"Orc"	"Beast Mastery"	"Hunter"	2206	5	173	123	296	58.4
232984688	78	"Shottey"	"malganis"	59	"horde"	"Male"	"Undead"	"Discipline"	"Priest"	2206	5	101	77	178	56.7
103375694	80	"Chockièx"	"whisperwind"	55	"alliance"	"Male"	"Human"	"Discipline"	"Priest"	2204	5	476	372	848	56.1
233705054	81	"Revolutio"	"tichondrius"	11	"horde"	"Female"	"Blood Elf"	"Havoc"	"Demon Hunter"	2203	5	94	53	147	63.9
203184617	81	"Barbelluserx"	"frostmourne"	3725	"alliance"	"Female"	"Human"	"Beast Mastery"	"Hunter"	2203	5	420	267	687	61.1
192269788	83	"Zorian"	"tichondrius"	11	"horde"	"Female"	"Orc"	"Mistweaver"	"Monk"	2202	5	161	100	261	61.7
234001593	84	"Maldivà"	"tichondrius"	11	"horde"	"Female"	"Orc"	"Destruction"	"Warlock"	2201	5	114	50	164	69.5
222738928	84	"Sadiator"	"illidan"	57	"alliance"	"Female"	"Night Elf"	"Outlaw"	"Rogue"	2201	5	124	73	197	62.9
228386715	86	"Eucadia"	"kelthuzad"	16	"alliance"	"Female"	"Human"	"Demonology"	"Warlock"	2200	5	108	73	181	59.7
192669865	87	"Feroce"	"executus"	1277	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	2199	5	60	21	81	74.1
194313147	87	"Ryøsuke"	"sargeras"	76	"alliance"	"Female"	"Human"	"Demonology"	"Warlock"	2199	5	131	63	194	67.5
237558962	89	"Hotgodx"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	2197	5	150	116	266	56.4
239079538	90	"Keytonx"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Subtlety"	"Rogue"	2196	5	139	55	194	71.6
177605797	90	"Wurzang"	"suramar"	113	"alliance"	"Female"	"Dark Iron Dwarf"	"Restoration"	"Shaman"	2196	5	136	71	207	65.7
191788457	90	"Feralgenius"	"sargeras"	76	"alliance"	"Female"	"Night Elf"	"Feral"	"Druid"	2196	5	81	43	124	65.3
190139662	93	"Thugonomicz"	"demon-soul"	1286	"alliance"	"Female"	"Human"	"Destruction"	"Warlock"	2195	5	83	41	124	66.9
113997108	94	"Graar"	"tichondrius"	11	"alliance"	"Male"	"Human"	"Beast Mastery"	"Hunter"	2193	5	112	76	188	59.6
238934869	95	"Uyên"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	2191	5	89	27	116	76.7
240101077	96	"Nilekmai"	"tichondrius"	11	"alliance"	"test"	"test"	"test"	"test"	2190	5	124	44	168	73.8
234762113	96	"Weqeqwqwqex"	"ragnaros"	1427	"alliance"	"Female"	"Dark Iron Dwarf"	"Enhancement"	"Shaman"	2190	5	66	31	97	68
173936636	96	"Loria"	"cenarion-circle"	88	"alliance"	"Female"	"Night Elf"	"Subtlety"	"Rogue"	2190	5	92	57	149	61.7
240006678	96	"Panjü"	"tichondrius"	11	"alliance"	"Female"	"Pandaren"	"Restoration"	"Shaman"	2190	5	114	72	186	61.3
236170738	96	"Wanedieux"	"tichondrius"	11	"horde"	"Female"	"Blood Elf"	"Havoc"	"Demon Hunter"	2190	5	80	56	136	58.8
153736449	101	"Gorecki"	"hyjal"	6	"alliance"	"Male"	"Night Elf"	"Discipline"	"Priest"	2189	5	93	69	162	57.4
249818826	102	"Willýy"	"magtheridon"	78	"alliance"	"Male"	"Mechagnome"	"Survival"	"Hunter"	2187	5	145	85	230	63
194154514	103	"Whitecat"	"sargeras"	76	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	2184	5	67	30	97	69.1
242713263	103	"Onlyzander"	"stormrage"	60	"alliance"	"Female"	"Night Elf"	"Subtlety"	"Rogue"	2184	5	76	37	113	67.3
192623873	103	"Viscentd"	"sargeras"	76	"alliance"	"Male"	"Night Elf"	"Restoration"	"Druid"	2184	5	143	89	232	61.6
218875365	103	"Xiaoxiami"	"illidan"	57	"horde"	"Male"	"Orc"	"Arms"	"Warrior"	2184	5	111	82	193	57.5
239988711	107	"Pxdxtwo"	"tichondrius"	11	"horde"	"Female"	"Undead"	"Discipline"	"Priest"	2183	5	74	34	108	68.5
153729178	107	"Lbw"	"arathor"	1165	"alliance"	"Female"	"Night Elf"	"Discipline"	"Priest"	2183	5	54	28	82	65.9
175077730	109	"Skitzo"	"akama"	1137	"horde"	"Female"	"Night Elf"	"Balance"	"Druid"	2182	5	67	27	94	71.3
217389679	110	"Mikeyx"	"area-52"	1566	"horde"	"Female"	"Orc"	"Windwalker"	"Monk"	2181	5	62	34	96	64.6
193986587	111	"Doritotko"	"sargeras"	76	"alliance"	"Female"	"Gnome"	"Windwalker"	"Monk"	2179	5	93	54	147	63.3
239055047	112	"Louir"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Assassination"	"Rogue"	2178	5	104	55	159	65.4
239306714	113	"Aphroditezs"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	2177	5	111	64	175	63.4
249671559	113	"Aeghis"	"stormrage"	60	"alliance"	"Female"	"Night Elf"	"Arcane"	"Mage"	2177	5	158	112	270	58.5
207091821	115	"Clordae"	"thrall"	1263	"horde"	"Male"	"Undead"	"Discipline"	"Priest"	2176	5	106	60	166	63.9
167740316	116	"Innerverse"	"tichondrius"	11	"alliance"	"Female"	"Human"	"Windwalker"	"Monk"	2175	5	457	280	737	62
247845725	117	"Rennx"	"zuljin"	61	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	2172	5	94	44	138	68.1
251366717	117	"Sct"	"stormrage"	60	"alliance"	"Female"	"Dark Iron Dwarf"	"Holy"	"Paladin"	2172	5	65	38	103	63.1
238001608	119	"Cakedx"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Feral"	"Druid"	2171	5	76	37	113	67.3
176256343	119	"Jena"	"blackrock"	10	"horde"	"Female"	"Undead"	"Holy"	"Priest"	2171	5	62	41	103	60.2
194919158	121	"Crusch"	"shattered-halls"	1557	"alliance"	"test"	"test"	"test"	"test"	2169	5	82	29	111	73.9
194538199	121	"Mysticallx"	"sargeras"	76	"alliance"	"Female"	"Night Elf"	"Mistweaver"	"Monk"	2169	5	64	32	96	66.7
237130453	121	"Graartwo"	"tichondrius"	11	"alliance"	"Male"	"Human"	"Beast Mastery"	"Hunter"	2169	5	145	106	251	57.8
247934536	124	"Demoralized"	"destromath"	79	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	2168	5	81	29	110	73.6
176794792	124	"Cinnaa"	"darkspear"	120	"horde"	"Female"	"Blood Elf"	"Discipline"	"Priest"	2168	5	270	129	399	67.7
251220822	124	"Sct"	"zuljin"	61	"horde"	"Female"	"Dark Iron Dwarf"	"Holy"	"Paladin"	2168	5	56	34	90	62.2
192694799	127	"Post"	"emerald-dream"	162	"alliance"	"Female"	"Night Elf"	"Feral"	"Druid"	2167	5	111	58	169	65.7
224246689	128	"Neologý"	"illidan"	57	"alliance"	"Female"	"Night Elf"	"Discipline"	"Priest"	2166	5	410	339	749	54.7
192770972	129	"Solushun"	"sargeras"	76	"alliance"	"Male"	"Night Elf"	"Restoration"	"Druid"	2165	5	81	31	112	72.3
223241014	129	"Kubzyisgoat"	"illidan"	57	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	2165	5	92	48	140	65.7
108480726	131	"Thomâs"	"emerald-dream"	162	"alliance"	"Male"	"Night Elf"	"Guardian"	"Druid"	2164	5	52	19	71	73.2
221391630	131	"Kalvishblind"	"dalaran"	66	"alliance"	"Female"	"Night Elf"	"Havoc"	"Demon Hunter"	2164	5	83	31	114	72.8
239555737	131	"Kstep"	"tichondrius"	11	"horde"	"Male"	"Orc"	"Marksmanship"	"Hunter"	2164	5	151	83	234	64.5
178289367	134	"Mik"	"shandris"	1364	"alliance"	"Female"	"Night Elf"	"Assassination"	"Rogue"	2160	5	111	69	180	61.7
237621301	135	"Nitrozero"	"tichondrius"	11	"horde"	"Female"	"Orc"	"Arms"	"Warrior"	2159	5	68	31	99	68.7
176155000	135	"Kenstlol"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Subtlety"	"Rogue"	2159	5	70	36	106	66
192232085	137	"Happysadxo"	"sargeras"	76	"alliance"	"Female"	"Night Elf"	"Marksmanship"	"Hunter"	2158	5	61	34	95	64.2
194296692	137	"Sllabymkcus"	"sargeras"	76	"alliance"	"Female"	"Night Elf"	"Assassination"	"Rogue"	2158	5	140	115	255	54.9
224655622	139	"Sesshømårü"	"illidan"	57	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	2157	5	134	68	202	66.3
194967787	139	"Genji"	"baelgun"	1190	"alliance"	"Female"	"Night Elf"	"Havoc"	"Demon Hunter"	2157	5	82	60	142	57.7
223237765	141	"Manyforless"	"whisperwind"	55	"alliance"	"Female"	"Night Elf"	"Assassination"	"Rogue"	2156	5	105	55	160	65.6
235352645	142	"Soloqmenace"	"malganis"	59	"alliance"	"Male"	"Night Elf"	"Restoration"	"Druid"	2155	5	52	20	72	72.2
238113962	142	"Njj"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	2155	5	80	38	118	67.8
221912709	142	"Metéora"	"nemesis"	3208	"alliance"	"Female"	"Night Elf"	"Discipline"	"Priest"	2155	5	101	67	168	60.1
230168497	145	"Jef"	"laughing-skull"	101	"horde"	"Female"	"Orc"	"Unholy"	"Death Knight"	2154	5	55	14	69	79.7
193709670	145	"Feedgødx"	"sargeras"	76	"alliance"	"Female"	"Night Elf"	"Mistweaver"	"Monk"	2154	5	99	52	151	65.6
179591243	145	"Ofc"	"malganis"	59	"horde"	"Female"	"Orc"	"Demonology"	"Warlock"	2154	5	71	42	113	62.8
239298911	148	"Tendies"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Havoc"	"Demon Hunter"	2153	5	88	52	140	62.9
164216983	148	"Thoryin"	"tichondrius"	11	"horde"	"Male"	"Tauren"	"Holy"	"Paladin"	2153	5	76	52	128	59.4
224185348	150	"Keygodx"	"illidan"	57	"horde"	"Female"	"Orc"	"Holy"	"Priest"	2152	5	88	44	132	66.7
234684600	151	"Illmatíc"	"kelthuzad"	16	"alliance"	"Female"	"Night Elf"	"Assassination"	"Rogue"	2150	5	135	56	191	70.7
235239560	151	"Häkkä"	"ragnaros"	1427	"alliance"	"Male"	"Dark Iron Dwarf"	"Arms"	"Warrior"	2150	5	454	400	854	53.2
225107534	153	"Passivefist"	"illidan"	57	"horde"	"Female"	"Troll"	"Balance"	"Druid"	2149	5	51	23	74	68.9
217487731	153	"Dvin"	"stormrage"	60	"alliance"	"Female"	"Night Elf"	"Outlaw"	"Rogue"	2149	5	185	122	307	60.3
193430088	153	"Chun"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Assassination"	"Rogue"	2149	5	59	39	98	60.2
174382648	156	"Thrator"	"wyrmrest-accord"	1369	"horde"	"Male"	"Orc"	"Arms"	"Warrior"	2148	5	59	36	95	62.1
194425247	156	"Cuteandhung"	"sargeras"	76	"horde"	"Female"	"Orc"	"Mistweaver"	"Monk"	2148	5	99	63	162	61.1
150978019	158	"Shamdiva"	"arathor"	1165	"alliance"	"Male"	"Draenei"	"Restoration"	"Shaman"	2147	5	57	21	78	73.1
194919153	158	"Baewuto"	"shattered-halls"	1557	"alliance"	"test"	"test"	"test"	"test"	2147	5	216	100	316	68.4
193241137	158	"Håbibi"	"sargeras"	76	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	2147	5	53	26	79	67.1
239076216	161	"Nobleanya"	"tichondrius"	11	"alliance"	"Female"	"Dracthyr"	"Preservation"	"Evoker"	2146	5	98	57	155	63.2
239309739	161	"Xrtj"	"tichondrius"	11	"alliance"	"Female"	"Dracthyr"	"Preservation"	"Evoker"	2146	5	81	59	140	57.9
235220392	163	"Jimmysporty"	"malganis"	59	"alliance"	"Female"	"Dark Iron Dwarf"	"Elemental"	"Shaman"	2145	5	61	18	79	77.2
224677616	163	"Cavityx"	"illidan"	57	"alliance"	"Female"	"Night Elf"	"Discipline"	"Priest"	2145	5	79	43	122	64.8
177904550	163	"Whammiez"	"korgath"	1146	"alliance"	"Female"	"Night Elf"	"Discipline"	"Priest"	2145	5	246	179	425	57.9
234343934	166	"Darkspyro"	"area-52"	1566	"horde"	"Female"	"Dracthyr"	"Preservation"	"Evoker"	2144	5	71	36	107	66.4
185954293	166	"Siado"	"arthas"	69	"horde"	"Male"	"Orc"	"Mistweaver"	"Monk"	2144	5	168	99	267	62.9
239257994	168	"Delody"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	2143	5	61	24	85	71.8
222635718	168	"Leinandru"	"illidan"	57	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	2143	5	84	47	131	64.1
194466783	168	"Bùbbá"	"emerald-dream"	162	"alliance"	"Female"	"Night Elf"	"Arms"	"Warrior"	2143	5	84	59	143	58.7
233703492	171	"Junglejape"	"tichondrius"	11	"horde"	"Male"	"Tauren"	"Arcane"	"Mage"	2142	5	125	55	180	69.4
239786088	171	"Vesoween"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	2142	5	91	47	138	65.9
249895804	173	"Bukum"	"zuljin"	61	"alliance"	"Female"	"Mechagnome"	"Frost"	"Death Knight"	2141	5	91	53	144	63.2
203207260	173	"Lycanthropî"	"illidan"	57	"horde"	"Male"	"Orc"	"Subtlety"	"Rogue"	2141	5	79	47	126	62.7
152670333	175	"Norris"	"bladefist"	1353	"alliance"	"test"	"test"	"test"	"test"	2140	5	145	63	208	69.7
177853785	176	"Explicit"	"blackrock"	10	"alliance"	"Female"	"Night Elf"	"Subtlety"	"Rogue"	2139	5	241	163	404	59.7
192724173	177	"Zíz"	"sargeras"	76	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	2136	5	65	18	83	78.3
239634466	177	"Afrikenx"	"tichondrius"	11	"alliance"	"Male"	"Dark Iron Dwarf"	"Affliction"	"Warlock"	2136	5	118	50	168	70.2
134672564	177	"Robbo"	"tichondrius"	11	"horde"	"Male"	"Orc"	"Windwalker"	"Monk"	2136	5	105	74	179	58.7
192746702	180	"Dovelee"	"sargeras"	76	"alliance"	"Female"	"Night Elf"	"Holy"	"Priest"	2135	5	142	92	234	60.7
197807395	180	"Axtin"	"stormreaver"	58	"alliance"	"Female"	"Night Elf"	"Feral"	"Druid"	2135	5	169	113	282	59.9
181412400	180	"Galavant"	"frostmourne"	3725	"alliance"	"Female"	"Human"	"Beast Mastery"	"Hunter"	2135	5	131	99	230	57
225830102	180	"Doah"	"kelthuzad"	16	"alliance"	"Female"	"Night Elf"	"Restoration"	"Druid"	2135	5	82	63	145	56.6
150980905	184	"Manofmystery"	"drenden"	1377	"alliance"	"Female"	"Human"	"Shadow"	"Priest"	2134	5	57	24	81	70.4
194919216	184	"Bae"	"shattered-halls"	1557	"alliance"	"test"	"test"	"test"	"test"	2134	5	153	78	231	66.2
235800601	184	"Tundras"	"burning-blade"	91	"alliance"	"Female"	"Dark Iron Dwarf"	"Elemental"	"Shaman"	2134	5	153	92	245	62.4
239291184	184	"Tatoonga"	"tichondrius"	11	"alliance"	"Female"	"Dracthyr"	"Preservation"	"Evoker"	2134	5	122	79	201	60.7
239966959	188	"Cheul"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Subtlety"	"Rogue"	2133	5	96	53	149	64.4
237584117	189	"Notinsanity"	"proudmoore"	5	"horde"	"Male"	"Tauren"	"Feral"	"Druid"	2132	5	164	63	227	72.2
224908882	189	"Turec"	"illidan"	57	"alliance"	"Female"	"Night Elf"	"Assassination"	"Rogue"	2132	5	89	51	140	63.6
225034993	191	"Bleedszc"	"illidan"	57	"horde"	"Female"	"Tauren"	"Feral"	"Druid"	2131	5	119	72	191	62.3
193617121	191	"Reneymarjr"	"azralon"	3209	"horde"	"Female"	"Tauren"	"Restoration"	"Druid"	2131	5	211	129	340	62.1
239389792	193	"Abssal"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Assassination"	"Rogue"	2130	5	64	27	91	70.3
235073407	193	"Jerryer"	"tichondrius"	11	"alliance"	"Female"	"Night Elf"	"Havoc"	"Demon Hunter"	2130	5	220	96	316	69.6
192931507	193	"Badhábits"	"sargeras"	76	"alliance"	"Female"	"Night Elf"	"Havoc"	"Demon Hunter"	2130	5	81	60	141	57.4
